Casting_Temp_C,Cooling_Water_Temp_C,Casting_Speed_m_per_min,Cast_Bar_Entry_Temp_C,Emulsion_Temp_C,Emulsion_Pressure_bar,Emulsion_Concentration_percent,Rod_Quench_Water_Pressure_bar,UTS_MPa,Elongation_percent,Conductivity_IACS
686.5402067,47.24183554,1.182789825,457.8430363,55.84937748,13.60212399,9.769091584,6.241357827,205.0412014,21.31944415,61.88220689
672.8656928,50.17652286,2.056299902,442.7996913,59.32695616,8.259506426,13.42285829,6.66819829,205.9360879,21.75891625,63.43907669
659.5782821,58.50305896,2.461505632,407.0933643,64.51783222,11.98580739,10.39990634,4.189290983,207.0413867,22,64.93625384
748.8204463,48.57930467,1.218435724,472.79259,58.29002669,10.06588502,10.23729299,3.373926799,185.982698,18.14949001,55.43431328
721.2853035,49.08995519,1.345413353,433.102161,65.67746337,9.173979529,13.69276633,2.226044853,193.7601779,19.35310289,58.0985719
689.8528744,46.50139909,2.097604772,442.8875048,55.46354611,5.856909393,10.90462891,4.040946795,201.4510436,20.97856441,61.2938772
724.8450676,49.40482983,1.61532708,438.0469595,60.1177713,14.04312661,6.4996707,5.532859866,191.8195325,19.23232578,58.08902071
726.0719584,41.36829128,1.154809423,457.1907995,66.44518233,10.1443325,13.97067713,2.238263956,194.4403259,19.13653655,57.23504512
712.8709921,57.86490309,2.695844831,476.8914609,66.4491277,5.015211216,11.82542284,3.308226889,190.4781873,19.48829887,59.48696863
703.9592886,53.47155801,2.471695765,488.4012586,65.92707286,8.921191958,14.0062365,4.14840436,194.7028145,19.98915496,60.24248947
736.4301424,59.48568759,2.379460864,454.3867396,50.22157011,5.483588241,13.27358636,3.597759317,184.0354372,18.6981693,57.24104607
748.1035063,47.41316445,2.012547955,491.9875461,58.40827303,10.66560322,8.494413798,6.989150542,184.0486714,18.02414964,55.80922265
697.3043477,47.54360223,2.257731359,443.8252677,57.36778596,10.33211928,9.963667559,3.634165512,198.5267812,20.53588062,60.56016189
748.7105237,44.95470938,2.733819706,496.9214345,57.69782805,6.718721239,11.99957226,5.233180465,182.1944419,17.86375331,55.45000114
737.6935139,45.28047702,1.75574226,450.5170429,61.78169474,8.141303012,9.786828552,4.589338146,188.3686236,18.52854196,56.50360628
680.9892796,48.9626628,1.560506845,440.0684589,68.48805556,13.77270678,10.20732004,2.336615697,205.229163,21.26867354,62.13286675
699.2629495,55.76904024,1.380120017,466.8136726,51.15231841,13.31644925,11.16592423,5.455810185,198.926947,20.73778215,60.95773808
661.4104256,57.62847721,1.310097867,468.5157708,68.9795682,12.0580227,8.688844621,3.144415597,210,22,64.60482286
720.2297914,40.10144551,1.317891869,422.4731483,62.89611149,11.74191093,14.33303259,5.519488882,195.9570979,19.46700983,58.08404203
695.3235887,53.03992837,2.01787281,497.4458117,63.65135955,11.05125559,10.88634229,7.683250021,198.7413193,20.55721881,61.43796255
699.9676487,54.98745331,1.691198979,470.4919409,66.81108855,11.40011401,8.954885059,2.486659782,197.9386178,20.327156,60.55127377
734.0307475,40.17610074,2.486823925,468.8149658,61.83146964,6.36484851,14.36271901,5.648349764,188.2950838,18.56446845,56.72056527
748.595517,50.36236488,1.188670802,444.5183387,69.77412345,9.910127851,9.852761318,4.721319469,185.7828595,17.93700752,55.68069849
694.9856803,45.00876322,2.86669242,495.3981787,51.90798562,12.18504075,6.259190835,8.838977592,197.902466,20.63921779,61.18576789
689.4002618,46.53832352,1.495329513,404.2947497,67.47591223,10.34246716,7.87015313,6.364929388,203.3862682,20.88140276,61.57338293
699.0901852,44.88031653,2.217311335,428.4311203,67.05383382,14.58217351,6.184667845,8.562137162,198.6449471,20.26095179,60.74121102
705.9393573,47.47520837,2.796367818,454.5116428,60.59166496,7.435564064,14.97946992,3.984549474,194.3340477,19.93192527,59.72827964
713.7654741,45.62482685,1.663587794,499.2517058,67.85250257,11.71069614,9.305427257,9.665466622,195.754629,19.62195869,59.42124059
685.7782025,49.04464632,1.20526435,432.0185282,55.69759335,12.984275,14.95671545,6.058650955,204.8418169,21.35608514,62.03027716
741.8736602,41.68045208,2.84253089,429.6568616,65.30070667,9.056096031,7.219591823,6.474766775,184.5742188,18.03179668,56.09413326
728.8370999,55.3900088,2.589052849,497.8782265,67.20696072,10.0372322,14.52554287,4.981405488,186.5037097,18.69619522,57.933931
720.7151976,58.57725183,1.676956471,436.1916226,69.35940928,7.497892066,5.030586658,8.03552906,191.0391209,19.24166064,59.21089574
708.2936062,59.04903171,2.383374901,473.2138975,59.76724699,12.29205395,9.768263199,7.461812523,192.5519871,19.91329977,60.41927222
745.6533297,42.70154277,1.400191456,413.7270681,51.38049991,6.189739039,5.553102729,5.326848465,187.5631182,18.40968523,55.65242901
701.528474,58.391231,1.47287493,418.6211737,53.20208034,9.322678348,9.732098,3.005421444,197.4445868,20.56495971,60.61725629
735.7748308,54.54553364,2.473946215,409.5533265,55.25885287,12.62250846,12.42475976,8.285166342,184.9366054,18.61129216,57.52831024
678.1985625,45.04109032,2.504619482,402.1690114,61.74021356,9.766110059,12.98506869,9.784678733,204.0183547,21.35434371,62.96066614
682.9265604,47.88639664,1.222143361,466.7173631,50.60217236,7.154068114,12.53675358,7.615615109,205.8783225,21.59719986,62.4132253
697.5160629,47.37400161,2.135169595,447.1921664,62.49143913,10.85908092,7.553730632,3.761193802,198.864872,20.44733415,60.54321317
720.4571922,52.67828739,2.367435474,479.5491522,50.84210829,9.651508328,13.96303569,5.926169098,190.2248784,19.48681113,58.73081206
693.0194008,59.01468629,1.689897096,444.3400207,69.05034132,11.68831835,8.958617381,5.456106614,199.2215512,20.63004371,61.7444049
697.7149906,54.14491035,1.814036238,481.0655788,52.27857164,7.191145495,13.59911944,4.335970341,198.4144121,20.70587179,60.9193435
686.8433412,59.60768535,2.221073637,429.6915006,57.99124773,9.402232426,5.810293282,5.103221126,199.3622397,21.05379326,62.35637226
682.717401,41.74332996,2.797130777,416.3691276,65.45687704,8.865129819,6.657389468,9.005646151,202.4447214,20.99556625,62.26599101
666.2924863,54.02725384,1.7381728,446.7057608,68.76807836,9.937458871,8.381092289,3.42374315,208.0922849,21.96237956,63.96448838
729.949119,44.5803858,1.154124055,437.5796621,68.52019141,5.321887997,7.463438139,6.925771511,192.636815,18.90131541,57.47668454
728.5673557,51.92454144,1.807351862,401.7570895,66.7298449,13.21851265,12.55229203,5.951504565,189.6228294,18.87556494,57.88464196
671.3159183,50.43316384,1.527602525,493.8425706,55.81601586,10.16420988,9.347181469,4.005286181,207.9357842,22,63.34059498
749.5442514,44.61436933,1.432691769,453.7005573,67.77816866,8.004735723,6.338543203,7.169497317,185.9157754,17.8806857,55.54324306
718.4433453,45.93815054,2.27551887,403.0231882,66.30640799,12.62729259,9.403311443,3.483325406,192.4528097,19.2966008,58.35090554
684.7245924,50.52696278,2.578861013,449.3207021,56.82111671,11.01719272,10.41527333,7.917664979,200.7406467,21.11157584,62.3956554
716.3689322,55.55543978,1.134982708,494.7355626,62.57182636,5.707132643,14.39483403,5.632287945,194.5732843,19.70312032,59.25410757
654.6319333,46.13354498,2.98042874,484.3025756,63.85932235,7.474927856,7.850086021,9.725982561,209.4424248,22,65
687.6350663,59.7576446,2.681439892,434.2708935,50.65115791,14.32243277,11.7663196,6.064220217,197.7136315,21.06893555,62.38079762
729.1554999,51.88378529,1.847986178,463.0331034,61.34076473,12.66489531,11.03355541,2.858742672,189.3326344,18.94581247,57.51451354
706.3753813,54.70989411,1.577062429,477.1832202,56.70524912,5.423293985,6.618044527,5.961553412,196.4142195,20.23171347,60.24411192
663.5328237,58.31786511,1.42392916,434.5145388,63.65043354,5.519237804,6.865555383,2.814329536,209.0047924,22,64.39404383
682.9940889,49.90181334,2.576369285,430.6888018,54.97538057,11.78926808,13.68501042,8.133838233,201.3923028,21.23551409,62.5590656
689.1435005,59.26260216,1.997457266,426.4525723,62.63530101,7.118149933,9.288879667,2.454291784,199.4120576,20.8906275,61.84420924
704.450867,45.43994477,1.09356737,442.6488472,68.48037238,11.09157149,9.758965881,6.677447197,200.2960488,20.18913573,60.04465526
730.3253176,41.22365977,2.000004814,417.9439242,56.74553295,8.032382285,7.762269824,5.213844023,190.6576583,18.9488225,57.10003563
739.161704,48.33383246,1.000917846,432.9635567,66.9492809,7.310821327,14.29988813,4.319437161,189.5819688,18.50274561,56.48246494
683.1379405,50.69892323,2.330350177,438.198896,69.63853754,10.64879494,14.94879244,5.281986151,201.9277827,20.98426219,62.29935073
728.6520761,59.64946115,1.568140735,481.2055991,50.51983613,6.184365708,8.988770641,6.51056787,188.7700627,19.24337132,58.31832223
706.1434858,44.78848419,1.458140349,488.821519,62.3269067,12.08383898,6.703763929,8.25487049,198.8248364,20.15465951,60.00056268
714.572846,51.74371638,1.993415343,400.9517125,66.04829218,6.922478,13.34445639,3.018030015,193.2991569,19.55170879,58.98170422
714.2868182,53.61262123,2.580796565,424.8075241,56.40533894,9.139946381,5.249731326,5.425208212,191.2490406,19.641393,59.34447006
658.163867,45.62722967,1.734310552,467.921949,67.75282341,6.365119847,9.786816014,2.271522021,210,22,64.24212699
678.0680295,47.32855631,1.851905567,480.2808957,51.71655519,14.74404532,12.82934786,2.971521424,205.5581632,21.69188631,62.40677701
713.7850498,47.01301848,1.203160863,402.0094441,66.94426266,14.57856922,10.77040777,8.576017465,196.8523988,19.73123009,59.37974769
669.0239264,47.24505002,1.328887108,401.8275969,68.47010087,11.62585307,7.729367055,3.297999571,209.8571507,21.91362424,63.33965982
704.9249415,41.83542206,1.11103676,452.4953327,68.059322,9.878792797,5.886671836,4.262732383,200.8223228,20.17035913,59.57555019
703.0903404,43.9154789,2.640724982,477.1669725,67.82761845,9.503937433,13.72773752,3.802336096,196.3676272,19.96078562,59.81697352
688.9970735,59.49513068,2.841954269,473.8714424,59.38757096,14.13641191,11.73195011,2.629150057,196.875989,20.79400405,61.88796419
700.8243709,47.29106362,1.549452245,470.7855556,63.13660178,14.17922852,13.54656192,9.459824142,199.6461193,20.38615897,60.77809851
705.3282405,41.71613531,1.333234196,469.4046042,56.9006972,7.699575963,5.903614938,2.044858043,200.0585982,20.32892719,59.30746852
735.3312456,48.27939775,2.354767766,450.0508889,50.60420003,7.12907761,7.499575412,9.323495357,186.6804435,18.75040017,57.36319487
707.8155308,46.55403363,2.160798079,427.5260671,55.55711194,6.002644417,14.46599102,9.318543672,195.8621398,20.06592161,60.02800297
718.0868506,53.74413694,1.63250457,400.6907782,64.06290669,11.05887297,11.33574065,4.264744994,192.9276037,19.48789842,58.85499629
717.1821326,48.09656509,1.154901078,431.869813,65.87817158,9.953738542,10.35921607,2.395356347,195.761344,19.59234973,58.47615063
678.8153936,45.04830011,2.305754145,468.8906413,58.26557915,10.6584897,14.89519825,8.427233768,204.4284595,21.43276791,62.76359902
743.0717728,54.26764659,2.557740006,425.9123182,68.52837781,6.928782974,7.1276056,4.47579844,182.5517188,17.9642958,56.40378489
694.1443569,51.32914014,1.162189725,466.4637652,57.94740678,9.543799547,10.72160121,9.957185388,202.0042957,20.90139607,61.69773985
712.6621708,47.49582445,1.778216903,414.4222155,56.16164065,6.826681327,13.07944,4.223585079,195.3675332,19.88801527,59.08093265
671.0009574,51.92974596,1.581982504,455.249642,59.33316166,6.557361834,12.2099311,8.236099864,207.5678161,21.94689239,63.87000154
663.9962031,44.65293116,2.140799191,447.3950396,68.03863286,10.18262642,12.18297155,2.548052017,209.4481553,22,63.63783145
740.0161932,45.99765014,2.516555412,478.5814258,57.31460079,10.70680151,8.323665926,4.126712655,185.2459458,18.34958724,56.26093445
691.6085024,48.28752064,2.793441445,474.6908462,66.34670144,8.760694986,8.415800075,6.124885735,198.4796208,20.53395256,61.41601437
673.0803933,52.40980023,2.96376453,465.3494338,55.57456665,11.6316189,7.373327914,2.944798028,202.7026284,21.6417361,63.15693048
671.9435175,57.29426351,2.789955963,418.8930291,63.17898809,6.836123378,6.167745455,7.516317146,202.5882242,21.58125317,63.97199314
682.5800635,56.21432868,1.319312719,426.8661968,53.89101672,6.173510529,6.931900447,2.293768787,204.025177,21.52931394,62.33208696
655.8345601,44.49899981,2.082507863,482.8728255,50.27585129,13.00687463,8.191299366,4.50865026,210,22,64.64235901
662.8814885,57.17700738,2.577298623,471.7266402,62.08345493,10.8881417,13.59882662,5.036736777,205.9682561,22,64.6243752
689.7533693,52.68861952,1.707240301,487.5178589,65.26477766,9.586891342,12.30390738,4.220754145,201.4145444,20.86558792,61.63116946
666.2045221,48.14497283,2.518179314,475.6612274,61.24174829,11.66369978,13.15484108,2.645973558,206.9551109,21.96130307,63.60139379
709.4499286,45.08734886,1.200357696,437.1130652,61.68688314,10.84168802,9.952117188,4.344720986,198.5464786,20.05369437,59.29384668
654.1416707,44.50626959,2.664838422,468.9463181,51.87078867,8.631743319,13.91631196,9.728450248,210,22,65
693.9376314,57.74775798,1.486503219,471.5066452,60.14657365,9.808343601,5.602864691,5.909436426,199.8096493,20.80288632,61.63456841
744.1627045,54.13299255,1.618143075,473.3430969,62.65491994,14.98945596,12.22720588,9.545895403,185.0701609,18.21513776,56.79496872
687.96889,48.04835113,2.036368847,422.2081692,63.81088686,13.58351041,5.702885468,5.504016147,201.8905562,20.91806399,61.70593017
706.811913,56.79194905,2.300074372,459.7391276,53.1977977,8.928447248,9.749233505,7.299919068,193.6978132,20.13543352,60.43839806
651.6849664,46.47132121,2.58097894,441.135648,53.21858549,12.94879925,8.498523388,8.662076985,210,22,65
692.0041131,48.12767588,1.493107387,444.385215,61.20842442,5.675969227,11.90471199,8.498691691,202.2939087,20.87700438,61.60584165
657.5951681,59.97305258,2.44219125,443.5905335,52.65094222,10.51549166,10.72468566,2.573915159,207.4002653,22,65
685.0250277,48.9054206,2.134709122,406.4863139,53.32770769,13.93260344,12.06765543,3.425968586,202.3072802,21.25525264,61.83536512
703.8776028,43.58792103,1.735110134,408.1363433,55.07799046,11.54000127,8.906476431,2.450476208,198.9138046,20.35753802,59.58668339
685.6485195,56.072663,1.757501125,421.9515925,66.18842978,9.48074536,6.178918668,5.189439235,201.8184082,21.0423052,62.30772512
727.8752828,49.90513191,1.341943743,407.0201823,61.36102239,12.59401788,13.77858917,9.658508599,191.6305576,19.11062667,58.22357918
708.2009991,47.31995357,1.257416186,449.9961035,59.30109104,9.376024683,13.80869419,8.001494013,198.303461,20.15244499,59.89604717
697.5448214,43.08473818,1.766998239,415.276934,63.74973976,8.932932331,5.182963147,3.705876716,200.8186112,20.49436449,60.32034244
676.0626352,46.28030076,2.780591652,447.7515846,63.08664429,9.23829794,10.72511936,6.905527696,203.5833743,21.37901702,62.94830429
729.6245838,48.612472,2.190896782,455.3332192,68.70306434,12.63250727,13.30490857,5.178830108,188.8174401,18.70653017,57.53604823
651.1832187,47.11225141,1.231761663,483.0262339,51.83021021,10.39049558,13.70291731,9.913327301,210,22,65
701.8246544,44.89854096,1.993589149,424.2336589,68.77961744,13.26942121,7.814360821,9.10670686,198.492128,20.1344571,60.52313229
650.185363,42.19160888,2.623900875,415.5942698,60.37724691,9.578866323,5.407046851,9.196563931,210,22,65
720.2777342,48.00289566,2.481841175,430.4855118,59.541931,6.186634747,5.821042637,6.181683975,190.8705771,19.29890643,58.54053976
677.2954461,52.36610555,2.579944462,470.5367665,57.2408315,11.99178668,8.725346746,6.018794363,202.5983117,21.47442217,63.04064011
695.1774645,45.28012255,2.185135513,468.8995997,62.85789076,12.74728363,7.607881255,2.922765528,199.8353296,20.54694186,60.58853623
745.6053326,45.9210697,2.409656528,490.325756,64.83355985,13.39970705,11.96258431,3.684229307,183.9052167,17.94113087,55.65394315
657.1722369,47.20811201,2.893626458,447.6150838,58.44907174,7.304269139,14.99303399,9.174569417,208.7258272,22,65
731.8564396,41.13664463,1.535740256,426.186444,63.32273774,10.77312055,10.41336966,2.038293614,191.6085184,18.83357522,56.62501764
703.4703388,52.07083592,2.269826549,462.821934,65.13098393,13.04982697,10.76618741,9.796386888,195.7352515,20.06989807,60.78614661
746.497122,51.81807768,2.953125814,445.5149317,52.92806396,9.409832516,11.09987419,7.208332412,180.8278704,18.02595746,56.21202492
734.1822486,47.99343639,1.55725864,417.3066752,58.5528071,5.113228744,12.72002798,3.563641309,189.4748622,18.8083797,56.88781109
706.4773418,54.53335087,2.033471055,405.0842419,67.44624301,9.964624907,14.68048315,3.711929905,195.0497141,19.92051384,60.00012636
710.5214122,42.94673493,2.564173549,494.0948675,59.9679159,8.127968889,7.648090589,9.280886739,194.5617087,19.76173636,59.5732842
694.7901278,56.06698167,2.305688226,431.4660035,62.47003213,9.529154412,12.5761912,7.402743654,197.4325007,20.54995532,61.61461067
700.0694762,59.21027237,1.043503083,480.8566102,66.2485117,9.691281999,6.270643606,5.077146024,199.0065934,20.46285534,61.0112806
687.4391727,50.57235793,2.627418706,411.8254447,68.60584882,7.837226622,11.3451026,3.063748672,199.7715205,20.73044065,61.64107549
672.6318397,46.23271548,1.434137633,473.1328037,63.36373744,13.61155068,8.665339399,9.367045444,208.6614921,21.81430574,63.53515635
745.2564099,55.02564035,2.342390508,475.8108055,55.71393808,5.656130574,8.027685536,9.321116947,182.3907774,18.15442264,56.70775272
666.3012491,53.70612159,1.266918859,438.6348724,69.96911758,8.939505137,7.061264439,9.586584046,209.5676444,22,64.56383958
732.8312788,58.42453859,2.11250544,492.6305098,65.14903359,12.28332067,12.77339166,9.350174407,186.1281923,18.6329543,58.12311649
679.7523332,45.91832691,1.276239742,414.452097,56.54429174,13.79704839,10.36067938,3.989272375,207.0619154,21.62624956,62.26961026
650.7301214,44.4085323,2.298431538,433.3292718,64.30136885,8.573319351,13.20247928,9.872133468,210,22,65
718.6557237,53.33665044,1.578468719,470.2635007,56.82363018,12.48402915,5.565004704,4.67206254,193.0005467,19.61504747,58.81846641
671.7416636,58.0768553,1.62941939,485.3092413,58.22179557,6.94798693,8.873260939,3.270250344,205.9738717,21.92259703,63.60670144
659.0050063,56.5625268,1.296225961,448.1356848,54.84901334,11.55368605,7.617324416,6.739707873,210,22,65
657.8082585,47.34801319,2.413911852,420.7032635,69.61648809,10.62866261,9.35635235,2.595900662,209.9461843,22,64.39616488
694.1084551,48.01865607,1.250857166,464.6144447,66.05688524,7.070670666,5.842222803,4.601321344,202.4111607,20.72326811,61.00021943
741.45839,44.52433445,2.314618969,476.7720777,56.2567115,9.442408012,14.26897868,8.46308849,185.7137592,18.33902247,56.47668657
674.2403913,55.63046,2.927637409,464.9914274,67.13618392,9.361759959,9.101214766,5.099334485,201.8188784,21.35972927,63.41741731
726.2041598,54.50505318,1.584460591,486.5740473,55.6367934,5.42803747,5.010998104,2.55869076,190.4843597,19.26016402,57.91070576
666.8873373,54.49941869,1.611374478,485.2084329,64.64265579,11.17432003,9.185249298,9.655875038,208.1997916,22,64.5518247
747.4710814,54.95244731,2.111741459,432.8046601,58.27194332,7.409532411,6.153180373,9.813086048,182.4329617,18.03865877,56.53182283
655.9170915,49.4174614,1.46731926,431.489399,64.66305319,12.03216237,7.896130323,2.249546623,210,22,64.65411858
739.7207199,44.35971233,2.806689094,405.2753158,52.77268595,6.723858114,10.2401765,2.593870889,184.7917743,18.39717247,56.05530071
682.3042462,50.4985408,2.896071567,407.7204616,69.06286817,11.44069233,8.633643622,4.873066058,200.5208033,20.92431601,62.33180903
651.7123961,43.00057364,2.839170065,401.253113,58.26510382,5.688189842,14.75699917,5.766629007,210,22,65
690.5281818,54.55686671,1.904180508,448.804582,62.95911346,10.47939403,10.42733875,5.700729302,200.2176306,20.83357254,61.79509808
655.8136296,57.6535196,2.903697699,443.4422668,59.16347722,13.38630388,9.371028605,7.771732605,207.0141141,22,65
701.6669495,59.84536022,1.615100415,475.2251156,62.1048954,5.564094432,12.99045268,9.202899259,196.6855418,20.35153453,61.29586298
729.0835098,50.16709091,2.394723223,408.5244861,66.22777543,7.021685559,14.52866816,9.277324228,188.0573592,18.74232436,58.07773599
667.9324229,48.93167678,2.548776347,425.2040784,60.03748557,12.82843211,6.95562094,4.607810711,206.1876087,21.89287387,63.66412262
743.7611148,45.90925584,2.084919081,400.8339592,64.12039017,11.06760593,7.09624073,8.356916237,185.4350571,18.11255264,56.30504293
688.5046816,51.71152547,1.503318397,442.2892574,66.95607093,8.677551248,9.928983045,9.415947612,202.5963352,20.93498082,62.22670288
700.3235889,57.5093226,1.368130255,404.1975142,59.33350153,7.470217099,6.621733528,4.54533328,198.2966681,20.52352447,60.84764057
706.2149466,48.33941182,2.065698674,446.3698085,67.03401887,5.322370244,9.462160927,6.166151027,196.2705376,19.93543256,59.96209103
705.1771991,51.37912518,1.814538828,400.0383233,61.08230252,14.85123607,7.058840156,3.899072694,196.7273987,20.15658623,59.99114361
662.7798313,44.21709723,1.60459775,486.1824903,59.59666501,14.10172875,10.92290012,8.378533314,210,22,64.32072506
746.174057,56.70326302,1.444619442,477.9543128,67.21602737,14.73747317,6.346083718,8.376925591,184.473272,18.05805271,56.60545001
716.4199333,42.61703476,1.367600669,473.029394,62.88483344,10.5077622,8.229360211,6.721180479,196.447811,19.64778653,58.71097645
700.8167319,46.70697347,2.931294723,470.8955725,61.22011479,12.49036346,9.895258363,8.823549411,195.6197016,20.14850217,60.68603043
704.7683231,54.29608281,1.504923469,458.1422417,50.56098654,12.64558709,9.639635535,3.310704658,197.1955161,20.44937942,60.1190423
